vardekod,vardebenamning
74843,Inkasso- och kreditkontrollverksamhet
74844,"Mäss-, kongress- och dagkonferensverksamhet"
74849,Diverse övriga företagstjänster
75,Offentlig förvaltning och försvar; obligatorisk social-försäkring
751,Offentlig förvaltning
7511,Övergripande offentlig förvaltning
75111,"Stats- och kommunledning, lagstiftning, normering"
75112,"Inspektion, kontroll, tillståndsgivning"
75113,"Skatteförvaltning, indrivning"
75114,Samhällelig informationsförsörjning
7512,"Administration av vård, utbildning, kulturell verksamhet och annan samhällsservice m.m."
75121,Administration av grundskole- och gymnasieskoleutbildning
75122,Administration av högskoleutbildning och forskning
75123,Administration av hälso- och sjukvård
75124,Administration av omsorg och socialtjänst
75125,"Administration av program för kultur, miljö, boende m.m."
7513,Administration av näringslivsprogram
75131,Administration av infrastrukturprogram
75132,"Administration av program för jordbruk, skogsbruk och fiske"
75133,Administration av arbetsmarknadsprogram
75134,Administration av andra näringslivsprogram
7514,Stöd till offentlig förvaltning
75140,Stöd till offentlig förvaltning
752,"Utrikesförvaltning, försvar, lagövervakning och brandskydd"
7521,Utrikesförvaltning
75211,Handläggning av utrikes ärenden
75212,Biståndsverksamhet
7522,Totalförsvar
75221,Militär operativ ledning
75222,Arméförsvar
75223,Marinförsvar
75224,Flygförsvar
75225,Gemensam verksamhet för det militära försvaret
75226,Civilt försvar och frivilligförsvar
7523,Rättskipning
75231,Åklagarverksamhet
75232,Domstolsverksamhet
75233,Kriminalvård
7524,Polisverksamhet
75240,Polisverksamhet
7525,Brand- och räddningsverksamhet
75250,Brand- och räddningsverksamhet
753,Obligatorisk socialförsäkring
7530,Obligatorisk socialförsäkring
75300,Obligatorisk socialförsäkring
80,Utbildning
801,Grundskoleutbildning
8010,Grundskoleutbildning
80100,Grundskoleutbildning
802,Gymnasial utbildning
8021,Studieförberedande gymnasial utbildning
80210,Studieförberedande gymnasial utbildning
8022,Gymnasial yrkesutbildning
80220,Gymnasial yrkesutbildning
803,Högskoleutbildning
8030,Högskoleutbildning
80301,Högskoleutbildning för tekniska yrken
80302,"Högskoleutbildning för administrativa, ekonomiska och sociala yrken"
80303,Högskoleutbildning för undervisningsyrken
80304,Högskoleutbildning för vårdyrken
80305,Högskoleutbildning för kultur- och informationsyrken
80309,Övrig högskoleutbildning
804,Vuxenutbildning och övrig utbildning
8041,Trafikskoleverksamhet
80410,Trafikskoleverksamhet
8042,Annan vuxenutbildning m.m.
80421,Kommunal vuxenutbildning o.d.
80422,Arbetsmarknadsutbildning
80423,Folkhögskoleutbildning
80424,Studieförbundens och frivilligorganisationernas utbildning
80425,Personalutbildning
80426,Kommunala musikskolans utbildning
80427,Utbildningsservice
80429,Övrig utbildning
85,"Hälso- och sjukvård, sociala tjänster; veterinärverksamhet"
851,Hälso- och sjukvård
8511,Sluten sjukvård
85110,Sluten sjukvård
8512,Öppen hälso- och sjukvård
85120,Öppen hälso- och sjukvård
8513,Tandvård
85130,Tandvård
8514,Annan hälso- och sjukvård
85140,Annan hälso- och sjukvård
852,Veterinärverksamhet
8520,Veterinärverksamhet
85200,Veterinärverksamhet
853,Omsorg och sociala tjänster
8531,Omsorg och sociala tjänster med boende
85311,Vård och service till boende i servicehus o.d.
85312,Särskild omsorg för psykiskt utvecklingsstörda
85313,Vård och behandling i hem för vård eller boende
85314,Drift av flyktingförläggning
85315,Drift av inackorderingshem
8532,Omsorg och sociala tjänster i öppenvård
85321,Barnomsorg inom förskola
85322,Annan barnomsorg
85323,Äldre- och handikappomsorg
85324,Individ- och familjeomsorg
85325,Humanitär verksamhet
90,"Avloppsrening, avfallshantering, renhållning o.d."
900,"Avloppsrening, avfallshantering, renhållning o.d."
9000,"Avloppsrening, avfallshantering, renhållning o.d."
90001,Avlopps- och reningsverksamhet
90002,"Insamling, sortering och omlastning av icke miljöfarligt avfall"
90003,Kompostering och rötning av icke miljöfarligt avfall
90004,Deponering av icke miljöfarligt avfall
90005,"Mottagning, omlastning och mellanlagring av miljöfarligt avfall"
90006,Behandling och slutförvaring av miljöfarligt avfall
90007,Övrig avfallshantering
90008,Gatu- och vägrenhållning och annan sanitär verksamhet
91,Intressebevakning; religiös verksamhet
911,"Intressebevakning inom bransch-, arbetsgivar- och yrkesorganisationer"
9111,Intressebevakning inom bransch- och arbetsgivarorganisationer
91111,Intressebevakning inom branschorganisationer
91112,Intressebevakning inom arbetsgivarorganisationer
9112,Intressebevakning inom yrkesorganisationer
91120,Intressebevakning inom yrkesorganisationer
912,Intressebevakning inom arbetstagarorganisationer
9120,Intressebevakning inom arbetstagarorganisationer
91200,Intressebevakning inom arbetstagarorganisationer
913,Verksamhet i religiösa samfund och i andra intresseorganisationer
9131,Verksamhet i religiösa samfund
91310,Verksamhet i religiösa samfund
9132,Verksamhet i politiska organisationer
91320,Verksamhet i politiska organisationer
9133,Verksamhet i andra intresseorganisationer
91330,Verksamhet i andra intresseorganisationer
92,"Rekreations-, kultur- och sportverksamhet"
921,Film- och videoverksamhet
9211,Film- och videoproduktion
92110,Film- och videoproduktion
9212,Film- och videodistribution
92120,Film- och videodistribution
9213,Filmvisning
92130,Filmvisning
922,Radio- och TV-programverksamhet
9220,Radio- och TV-programverksamhet
92200,Radio- och TV-programverksamhet
923,Övrig kulturell verksamhet och underhållningsverksamhet
9231,"Konstnärlig, litterär och artistisk verksamhet"
92310,"Konstnärlig, litterär och artistisk verksamhet"
9232,"Drift av teatrar, konserthus o.d."
92320,"Drift av teatrar, konserthus o.d."
9233,Nöjesparksverksamhet
92330,Nöjesparksverksamhet
9234,Annan nöjesverksamhet
92340,Annan nöjesverksamhet
924,Nyhetsservice
9240,Nyhetsservice
92400,Nyhetsservice
925,"Biblioteks-, arkiv- och museiverksamhet m.m."
9251,Biblioteks- och arkivverksamhet
92511,Folkbiblioteksverksamhet
92512,Forsknings- och specialbiblioteksverksamhet
92513,Arkivverksamhet
9252,Museiverksamhet och kulturminnesvård
92520,Museiverksamhet och kulturminnesvård
9253,"Drift av botaniska trädgårdar, djurparker och naturreservat"
92530,"Drift av botaniska trädgårdar, djurparker och naturreservat"
926,Sportverksamhet
9261,Drift av sportanläggningar
92611,Drift av skidsportanläggningar
92612,Drift av golfbanor
92613,Drift av motorbanor
92614,Drift av trav- och galoppbanor
92615,"Drift av sporthallar, idrottsplatser och andra sportanläggningar"
9262,Annan sportverksamhet
92621,Idrottsutövning
92622,Tävling med hästar
92623,Övrig sportverksamhet
92624,Sportarrangemang
92625,Sportadministration
927,Annan rekreationsverksamhet
9271,Spel- och vadhållningsverksamhet
92710,Spel- och vadhållningsverksamhet
9272,Övrig rekreationsverksamhet
92721,Ridutbildning och uthyrning av hästar
92722,Förvaltning av sportfiskevatten
92729,Diverse övrig rekreationsverksamhet
93,Annan serviceverksamhet
930,Annan serviceverksamhet
9301,Tvätteriverksamhet
93011,Industri- och institutionstvätt
93012,Konsumenttvätt
9302,Hår- och skönhetsvård
93021,Hårvård
93022,Hudvård
9303,Begravningsverksamhet
93030,Begravningsverksamhet
9304,Kroppsvård
93040,Kroppsvård
9305,Övrig serviceverksamhet
93050,Övrig serviceverksamhet
95,Förvärvsarbete i hushåll
950,Förvärvsarbete i hushåll
9500,Förvärvsarbete i hushåll
95000,Förvärvsarbete i hushåll
99,"Verksamhet vid internationella organisationer, utländska ambassader o.d."
990,"Verksamhet vid internationella organisationer, utländska ambassader o.d."
9900,"Verksamhet vid internationella organisationer, utländska ambassader o.d."
99000,"Verksamhet vid internationella organisationer, utländska ambassader o.d."
A,"Jordbruk, jakt och skogsbruk"
AA,"Jordbruk, jakt och skogsbruk"
B,Fiske
BA,Fiske
C,Utvinning av mineral
CA,Utvinning av energimineral
CB,Utvinning av malmer och mineral utom energimineral
D,Tillverkning
DA,"Livsmedels-, dryckesvaru- och tobaksvaruframställning"
DB,Textil- och beklädnadsvarutillverkning
DC,Tillverkning av läder och lädervaror
DD,Trävarutillverkning
DE,"Massa-, pappers- och pappersvarutillverkning; förlagsverksamhet och grafisk produktion"
DF,"Tillverkning av stenkolsprodukter, raffinerade petroleumprodukter och kärnbränsle"
DG,Tillverkning av kemikalier och kemiska produkter
DH,Tillverkning av gummi- och plastvaror
DI,Tillverkning av icke-metalliska mineraliska produkter
DJ,"Metallframställning, metallvarutillverkning"
DK,Tillverkning av maskiner som ej ingår i annan underavdelning
DL,Tillverkning av el- och optikprodukter
DM,Tillverkning av transportmedel
DN,Övrig tillverkning
E,"El-, gas-, värme- och vattenförsörjning"
EA,"El-, gas-, värme- och vattenförsörjning"
F,Byggverksamhet
FA,Byggverksamhet
G,"Partihandel och detaljhandel; reparation av motorfordon, hushållsartiklar och personliga artiklar"
GA,"Partihandel och detaljhandel; reparation av motorfordon, hushållsartiklar och personliga artiklar"
H,Hotell- och restaurangverksamhet
HA,Hotell- och restaurangverksamhet
I,"Transport, magasinering och kommunikation"
IA,"Transport, magasinering och kommunikation"
J,Finansiell verksamhet utom försäkring och pensionsfondsverksamhet
JA,Finansiell verksamhet utom försäkring och pensionsfondsverksamhet
K,"Fastighets- och uthyrningsverksamhet, företagstjänster"
KA,"Fastighets- och uthyrningsverksamhet, företagstjänster"
L,Offentlig förvaltning och försvar; obligatorisk socialförsäkring
LA,Offentlig förvaltning och försvar; obligatorisk socialförsäkring
M,Utbildning
MA,Utbildning
N,"Hälso- och sjukvård, sociala tjänster; veterinärverksamhet"
NA,"Hälso- och sjukvård, sociala tjänster; veterinärverksamhet"
O,Andra samhälleliga och personliga tjänster
OA,Andra samhälleliga och personliga tjänster
P,Förvärvsarbete i hushåll
PA,Förvärvsarbete i hushåll
Q,"Verksamhet vid internationella organisationer, utländska Ambassader o.d."
QA,"Verksamhet vid internationella organisationer, utländska ambassader o.d."
